respondent_id,xyz_vaccine,seasonal_vaccine
26775,0.047001332,0.48642367
26776,0.38550752,0.4596417
26777,0.05445269,0.9430514
26778,0.018436925,0.01322688
26779,0.116424516,0.29161063
26780,0.12135836,0.95491767
26781,0.05681199,0.39307186
26782,0.05028603,0.23882514
26783,0.039150264,0.26061967
26784,0.41955087,0.90614945
26785,0.39468482,0.57130533
26786,0.04945737,0.17883562
26787,0.05753184,0.6763268
26788,0.059733286,0.94172263
26789,0.008471606,0.12447672
26790,0.042668514,0.1367092
26791,0.022980608,0.075932756
26792,0.1619114,0.6895108
26793,0.10717657,0.91274184
26794,0.8336461,0.8463179
26795,0.07898567,0.94304705
26796,0.031732336,0.026504744
26797,0.11989947,0.6954636
26798,0.09224659,0.10381917
26799,0.43431953,0.19607025
26800,0.018192345,0.9203211
26801,0.11039262,0.23646134
26802,0.03988473,0.15580791
26803,0.07938917,0.20260625
26804,0.06945873,0.028142363
26805,0.05004106,0.19215983
26806,0.025921458,0.94315815
26807,0.5223916,0.9288241
26808,0.32511944,0.6600912
26809,0.73509854,0.1357039
26810,0.05389462,0.10956048
26811,0.04067066,0.04612921
26812,0.03972325,0.92475784
26813,0.4872823,0.7496111
26814,0.015552195,0.724761
26815,0.0057264958,0.0098358495
26816,0.050445054,0.21810092
26817,0.09548981,0.75410765
26818,0.06355259,0.39130807
26819,0.3200874,0.2565759
26820,0.0791298,0.137465
26821,0.05148807,0.39322436
26822,0.39067805,0.81911266
26823,0.17336436,0.50356376
26824,0.006156784,0.78476614
26825,0.4414631,0.82321113
26826,0.10356027,0.7285759
26827,0.008098735,0.039446983
26828,0.24662912,0.38950816
26829,0.6880447,0.8935262
26830,0.056806594,0.92223936
26831,0.4231491,0.93610454
26832,0.02524575,0.88415825
26833,0.009926685,0.7648115
26834,0.2357127,0.4937304
26835,0.591851,0.8848811
26836,0.06899887,0.6492091
26837,0.014401613,0.011924328
26838,0.0894958,0.23619941
26839,0.08514413,0.3132543
26840,0.030883053,0.1764105
26841,0.5677231,0.85816085
26842,0.03172687,0.11558676
26843,0.09887948,0.056933615
26844,0.050510697,0.377394
26845,0.045595396,0.85489714
26846,0.13862643,0.90567917
26847,0.16903812,0.18677582
26848,0.0143873375,0.7697063
26849,0.21711752,0.34345657
26850,0.56959325,0.84185165
26851,0.0066319085,0.047114737
26852,0.014700809,0.0176215
26853,0.5542052,0.31948155
26854,0.0067729964,0.03785109
26855,0.31215483,0.87180483
26856,0.14809427,0.00809677
26857,0.7575094,0.10688273
26858,0.14945866,0.5951347
26859,0.057731107,0.045194928
26860,0.050671984,0.061125804
26861,0.13892277,0.12536244
26862,0.082428314,0.4460458
26863,0.114536256,0.4606992
26864,0.47607028,0.3194441
26865,0.05755769,0.041058555
26866,0.06216899,0.80578995
26867,0.05269055,0.26988325
26868,0.8630938,0.93243587
26869,0.01999248,0.105998054
26870,0.68606484,0.94906443
26871,0.034676358,0.073167585
26872,0.07177536,0.15294304
26873,0.088130206,0.74457574
26874,0.03304867,0.066001154
26875,0.5124947,0.9657976
26876,0.043797612,0.02558065
26877,0.053261988,0.07232545
26878,0.089411736,0.29880923
26879,0.012878439,0.023880381
26880,0.018961703,0.021884717
26881,0.009535249,0.052606367
26882,0.0046094935,0.03097887
26883,0.0866074,0.24057189
26884,0.11602929,0.14964989
26885,0.4029452,0.81108505
26886,0.175032,0.88728744
26887,0.5773442,0.8688676
26888,0.887786,0.9791474
26889,0.05066738,0.056662455
26890,0.2572139,0.46017998
26891,0.57689893,0.84442794
26892,0.048890606,0.8084811
26893,0.010128743,0.11145201
26894,0.073003516,0.13131905
26895,0.06220435,0.84136003
26896,0.014593519,0.008602708
26897,0.03931765,0.51602346
26898,0.1864963,0.7746184
26899,0.01808662,0.06280063
26900,0.06847461,0.10876167
26901,0.010176793,0.26852745
26902,0.55166703,0.9664955
26903,0.05751907,0.027563017
26904,0.03902452,0.37151042
26905,0.53430706,0.9228151
26906,0.023840016,0.32756978
26907,0.0029732776,0.58138585
26908,0.2436141,0.88766843
26909,0.056278553,0.050431002
26910,0.19339527,0.3364036
26911,0.004647699,0.031382743
26912,0.20384409,0.77051955
26913,0.77977073,0.7862515
26914,0.026029224,0.12577471
26915,0.2792364,0.640238
26916,0.05706982,0.36845294
26917,0.0044844425,0.16565873
26918,0.913652,0.9726175
26919,0.18622088,0.73691386
26920,0.020197611,0.055817485
26921,0.031937346,0.9340099
26922,0.015298206,0.9305516
26923,0.18362692,0.46433657
26924,0.7294098,0.97669137
26925,0.061498545,0.8738805
26926,0.45889962,0.4108078
26927,0.38838887,0.74231356
26928,0.07393929,0.5588471
26929,0.061829098,0.45244157
26930,0.54804397,0.85496116
26931,0.09835797,0.27720937
26932,0.018178347,0.9336625
26933,0.06863795,0.60066193
26934,0.39839908,0.6864612
26935,0.110813305,0.6335748
26936,0.021508161,0.18558033
26937,0.41799724,0.8248784
26938,0.06369176,0.056633204
26939,0.077574566,0.065382265
26940,0.09349087,0.096909404
26941,0.09360168,0.4288334
26942,0.61110437,0.8142827
26943,0.09762421,0.7406018
26944,0.03629586,0.12061329
26945,0.16654788,0.64025223
26946,0.13013132,0.53948134
26947,0.18044718,0.7163878
26948,0.012071299,0.028288044
26949,0.0075802966,0.028830785
26950,0.033574626,0.5367481
26951,0.048419893,0.17152819
26952,0.9274362,0.93546164
26953,0.8197905,0.981474
26954,0.014133053,0.0856576
26955,0.18141736,0.7805263
26956,0.12553942,0.20550111
26957,0.011548016,0.947252
26958,0.14753714,0.82829964
26959,0.052873567,0.30228558
26960,0.014813217,0.053739864
26961,0.28320396,0.6203541
26962,0.10372085,0.92460376
26963,0.08862004,0.15289354
26964,0.07518933,0.15350553
26965,0.85182315,0.9697492
26966,0.020761559,0.049019128
26967,0.10617339,0.4427981
26968,0.008119938,0.90094906
26969,0.077218905,0.08488541
26970,0.46718836,0.31073484
26971,0.04194545,0.13079275
26972,0.011067316,0.0050679217
26973,0.019999385,0.1812597
26974,0.06642813,0.117805295
26975,0.13716535,0.53154176
26976,0.9518314,0.28673613
26977,0.20692953,0.3589427
26978,0.006231386,0.8352976
26979,0.7648243,0.93681973
26980,0.019556127,0.023228738
26981,0.023126395,0.11558905
26982,0.85666215,0.9214524
26983,0.14983274,0.3667112
26984,0.02697783,0.13604565
26985,0.02657352,0.05608669
26986,0.05491927,0.3173486
26987,0.0864519,0.09542172
26988,0.020968787,0.077632524
26989,0.5061724,0.88590044
26990,0.0063644634,0.06853279
26991,0.11969868,0.19129804
26992,0.25432095,0.43684888
26993,0.0892511,0.884664
26994,0.07396839,0.44795302
26995,0.15048654,0.32391006
26996,0.5948678,0.35473523
26997,0.017540658,0.031530328
26998,0.030801447,0.032126058
26999,0.14758405,0.4323778
27000,0.111232445,0.40055344
27001,0.058644116,0.8863051
27002,0.0021810834,0.08731523
27003,0.0054174135,0.014883176
27004,0.17136826,0.2662475
27005,0.6452387,0.92731875
27006,0.6780872,0.8386086
27007,0.00858363,0.006681461
27008,0.20479964,0.010361828
27009,0.071791664,0.106355935
27010,0.014628539,0.026561804
27011,0.08229268,0.06489881
27012,0.1849855,0.5954089
27013,0.101105474,0.2900732
27014,0.0010792789,0.3104248
27015,0.21278605,0.18690619
27016,0.20528467,0.21244271
27017,0.35588092,0.87523806
27018,0.025037909,0.20198858
27019,0.8704355,0.98025197
27020,0.15555714,0.26234558
27021,0.05406261,0.68553203
27022,0.14066093,0.119297884
27023,0.04675721,0.2583267
27024,0.18985263,0.6567371
27025,0.1267741,0.06451475
27026,0.042243984,0.4355761
27027,0.13256894,0.89809674
27028,0.55436355,0.8732088
27029,0.04767683,0.18810081
27030,0.19415948,0.055501204
27031,0.39131832,0.8354712
27032,0.2344158,0.68139327
27033,0.40519288,0.75976765
27034,0.043119643,0.43140385
27035,0.25027964,0.3521488
27036,0.15353553,0.7194086
27037,0.7201463,0.79930395
27038,0.01500769,0.031285178
27039,0.83417606,0.9388921
27040,0.23687527,0.31406543
27041,0.15368976,0.7494641
27042,0.00828096,0.60836405
27043,0.31230798,0.75308
27044,0.0033519906,0.09573696
27045,0.05898124,0.4056925
27046,0.05500873,0.17629829
27047,0.52404827,0.6243931
27048,0.2739514,0.35216624
27049,0.32543308,0.9396229
27050,0.026356338,0.6352491
27051,0.097285114,0.21886188
27052,0.057276104,0.18077475
27053,0.9376336,0.98361474
27054,0.027684519,0.043344684
27055,0.04166718,0.8471112
27056,0.14729434,0.031729553
27057,0.0014764625,0.00022292971
27058,0.9301649,0.8317936
27059,0.030864934,0.078499444
27060,0.0047900863,0.25602734
27061,0.020814084,0.3668183
27062,0.0077295746,0.56149256
27063,0.028340003,0.51373905
27064,0.040432163,0.49502683
27065,0.099146314,0.49058047
27066,0.017258445,0.30337015
27067,0.70944244,0.9420503
27068,0.8733248,0.92025274
27069,0.83688486,0.9384197
27070,0.0046332595,0.015284701
27071,0.048768025,0.039357167
27072,0.13181968,0.79641134
27073,0.044045657,0.94163173
27074,0.012146226,0.0885527
27075,0.67397344,0.8792541
27076,0.6563738,0.7101823
27077,0.012601171,0.11444533
27078,0.42333046,0.9090604
27079,0.33734497,0.7429537
27080,0.050950535,0.16215055
27081,0.018264094,0.7639079
27082,0.24283306,0.26142877
27083,0.07233155,0.25766024
27084,0.9442921,0.8732305
27085,0.01738051,0.06526131
27086,0.023770444,0.13282374
27087,0.07716577,0.22377962
27088,0.18887137,0.4573227
27089,0.08585218,0.083861366
27090,0.42123583,0.6599958
27091,0.21789975,0.6789734
27092,0.09116242,0.120599195
27093,0.14108594,0.22518606
27094,0.010369869,0.07862855
27095,0.115283415,0.647377
27096,0.06297362,0.060444072
27097,0.46150538,0.83948797
27098,0.46236485,0.9237108
27099,0.22921617,0.3558219
27100,0.124453455,0.7619418
27101,0.11091573,0.6126173
27102,0.08047307,0.9345417
27103,0.01398235,0.028662113
27104,0.24488562,0.55088437
27105,0.090403534,0.47268286
27106,0.6112359,0.93010306
27107,0.30845678,0.64176685
27108,0.17962424,0.41307825
27109,0.14286749,0.10233183
27110,0.09988481,0.17357793
27111,0.040832184,0.35797533
27112,0.5123345,0.7447919
27113,0.05618047,0.1018392
27114,0.116200514,0.23055178
27115,0.49048746,0.83758116
27116,0.037438825,0.9728
27117,0.04161368,0.08645582
27118,0.22575209,0.57629883
27119,0.028245008,0.056293115
27120,0.090472706,0.9782355
27121,0.0044445526,0.90087175
27122,0.028201215,0.11125284
27123,0.03625765,0.14487813
27124,0.019076742,0.01517854
27125,0.0010365923,0.0058273724
27126,0.1665287,0.1996931
27127,0.05838676,0.33768564
27128,0.17227332,0.42480972
27129,0.29348585,0.5759827
27130,0.14587612,0.18005317
27131,0.023593284,0.13995233
27132,0.4045778,0.8804314
27133,0.19708952,0.5430459
27134,0.71907437,0.9874687
27135,0.09222638,0.77923715
27136,0.0585341,0.65072113
27137,0.035390522,0.09151546
27138,0.1752724,0.62730545
27139,0.114703685,0.067651115
27140,0.94500965,0.97593313
27141,0.36687806,0.81563795
27142,0.023482844,0.062007632
27143,0.14695133,0.30390793
27144,0.11569982,0.25760219
27145,0.6393687,0.8376498
27146,0.04523789,0.9225035
27147,0.021054598,0.14354752
27148,0.012394789,0.036430944
27149,0.08873574,0.10111526
27150,0.29093963,0.9805414
27151,0.19077538,0.8851112
27152,0.004148006,0.058675986
27153,0.1484388,0.8286493
27154,0.3929321,0.8366935
27155,0.25826317,0.68115455
27156,0.0037846304,0.16962728
27157,0.010819561,0.60968447
27158,0.039802402,0.37173858
27159,0.020003498,0.08910653
27160,0.40112537,0.20541114
27161,0.327327,0.75369126
27162,0.05142158,0.9518842
27163,0.2585305,0.66005296
27164,0.2647632,0.077972874
27165,0.33787376,0.7562184
27166,0.23948637,0.37744862
27167,0.16079228,0.8446094
27168,0.18852693,0.74429685
27169,0.49563685,0.6327781
27170,0.5304561,0.9327006
27171,0.06985438,0.17476769
27172,0.011039216,0.91359794
27173,0.31790435,0.44275472
27174,0.009071182,0.02935595
27175,0.06619877,0.04026482
27176,0.8103655,0.8522713
27177,0.8115589,0.874591
27178,0.10252416,0.31402352
27179,0.050247554,0.14635934
27180,0.17802243,0.34339535
27181,0.010497746,0.9178881
27182,0.57442504,0.85593414
27183,0.028288705,0.6980565
27184,0.011332176,0.21693854
27185,0.2733454,0.86698717
27186,0.15341523,0.85589904
27187,0.1123545,0.11652879
27188,0.05459919,0.2700633
27189,0.048199307,0.7439506
27190,0.6474712,0.91097593
27191,0.0605972,0.95124626
27192,0.37026447,0.86020243
27193,0.0057342253,0.016342841
27194,0.02953351,0.25515792
27195,0.0148556,0.02345838
27196,0.23124348,0.1013433
27197,0.02387445,0.6810802
27198,0.6946639,0.9832599
27199,0.02680813,0.13764738
27200,0.17719056,0.6897587
27201,0.6830642,0.93548894
27202,0.032896258,0.030430207
27203,0.030796139,0.08857972
27204,0.007313606,0.004585041
27205,0.15905236,0.28403145
27206,0.20878787,0.47260648
27207,0.17957205,0.15281576
27208,0.7232894,0.5540313
27209,0.17034443,0.28436854
27210,0.27343908,0.25180516
27211,0.074538864,0.1906667
27212,0.22046033,0.9489819
27213,0.39749292,0.30824617
27214,0.01013443,0.031666785
27215,0.20885798,0.87390375
27216,0.083407916,0.8364499
27217,0.054527916,0.36072022
27218,0.35890466,0.89798635
27219,0.43281513,0.7203125
27220,0.2854284,0.65055066
27221,0.14567423,0.78970367
27222,0.13477468,0.751304
27223,0.016161416,0.8351284
27224,0.10044959,0.7282063
27225,0.16144603,0.27196112
27226,0.0017130589,0.28703135
27227,0.08464056,0.2537462
27228,0.6237287,0.93647784
27229,0.40225983,0.83616436
27230,0.041603424,0.94935036
27231,0.3837418,0.93447614
27232,0.051252253,0.4798474
27233,0.12946396,0.35701185
27234,0.05023794,0.12625258
27235,0.8691849,0.9665982
27236,0.028289407,0.8900907
27237,0.2728781,0.8388244
27238,0.48481384,0.8143823
27239,0.28757605,0.10199377
27240,0.07624798,0.2426579
27241,0.052703485,0.2131259
27242,0.07397324,0.74201447
27243,0.03702162,0.09341565
27244,0.007560164,0.03822408
27245,0.0550001,0.4175723
27246,0.7958705,0.9229736
27247,0.22553788,0.94365853
27248,0.1935809,0.83123827
27249,0.22948308,0.45905352
27250,0.079374984,0.13979897
27251,0.104492605,0.54250586
27252,0.36227524,0.23758109
27253,0.02201157,0.9434059
27254,0.8435699,0.9742348
27255,0.05503975,0.33103645
27256,0.7270447,0.96052855
27257,0.7983855,0.41879618
27258,0.62247753,0.77777743
27259,0.55091345,0.9175893
27260,0.27448332,0.12880446
27261,0.08656904,0.7563016
27262,0.12569389,0.624027
27263,0.028565224,0.047712836
27264,0.024687257,0.08714793
27265,0.015755778,0.114491574
27266,0.12407919,0.2816553
27267,0.17819066,0.7165988
27268,0.014206457,0.021612788
27269,0.4913618,0.73512596
27270,0.067854054,0.1609012
27271,0.08667491,0.30509046
27272,0.018500086,0.7768485
27273,0.0053051347,0.1061916
27274,0.039599035,0.44432053
27275,0.104919955,0.364949
27276,0.010940464,0.20132649
27277,0.013996123,0.95905364
27278,0.10785537,0.29616684
27279,0.1120826,0.098796785
27280,0.25852907,0.35547057
27281,0.08438649,0.07018669
27282,0.1098884,0.92453814
27283,0.010148387,0.18878254
27284,0.036613323,0.47572353
27285,0.07818391,0.25156206
27286,0.10937956,0.37161282
27287,0.6069862,0.8951685
27288,0.58006316,0.88147825
27289,0.1623881,0.38559932
27290,0.018884793,0.04225551
27291,0.8843535,0.71366197
27292,0.03357681,0.6810881
27293,0.0782326,0.9227011
27294,0.015368862,0.048070922
27295,0.08554607,0.96246046
27296,0.057501867,0.78773344
27297,0.024355326,0.7975151
27298,0.06522884,0.26152757
27299,0.16841036,0.64787024
27300,0.17481019,0.8503835
27301,0.0076157334,0.0077220188
27302,0.03277118,0.76479375
27303,0.014926675,0.06582476
27304,0.0845457,0.76478314
27305,0.013598035,0.005443474
27306,0.2422743,0.4391135
27307,0.8622544,0.89989734
27308,0.012404675,0.06295025
27309,0.646412,0.9527021
27310,0.029995615,0.09861129
27311,0.12543876,0.12799582
27312,0.06841858,0.61004454
27313,0.013684488,0.09406912
27314,0.014422454,0.08029903
27315,0.07463069,0.3450657
27316,0.40157825,0.851695
27317,0.19803898,0.071059674
27318,0.20046732,0.19718936
27319,0.28859353,0.9563628
27320,0.61859703,0.87576354
27321,0.02043383,0.7632871
27322,0.7866791,0.44259503
27323,0.047464125,0.5518914
27324,0.29495096,0.72062165
27325,0.75377095,0.9794526
27326,0.25213248,0.6543237
27327,0.1780615,0.26421413
27328,0.4938552,0.30152863
27329,0.087807626,0.3103459
27330,0.0045525944,0.53101605
27331,0.05548697,0.11503372
27332,0.3169595,0.92734385
27333,0.9465889,0.7544708
27334,0.012121672,0.013566744
27335,0.18515962,0.07555744
27336,0.008504132,0.09681483
27337,0.25402692,0.8219845
27338,0.25874957,0.43160346
27339,0.5714048,0.4403515
27340,0.0037787864,0.05559733
27341,0.104158305,0.6556141
27342,0.025199413,0.64936787
27343,0.032498628,0.06493981
27344,0.32673198,0.51537776
27345,0.09722569,0.19682291
27346,0.68877155,0.9374605
27347,0.6422519,0.90741843
27348,0.046826307,0.23922436
27349,0.08248032,0.16043136
27350,0.045266602,0.9382365
27351,0.93279296,0.9200632
27352,0.14775081,0.44133574
27353,0.022272993,0.06384953
27354,0.4397527,0.8315927
27355,0.08599371,0.016271919
27356,0.3126559,0.5911076
27357,0.02274886,0.3156126
27358,0.2676548,0.8362734
27359,0.33293718,0.76510173
27360,0.0660699,0.5667372
27361,0.019104337,0.942646
27362,0.19685574,0.43794662
27363,0.042284746,0.11328971
27364,0.024697592,0.38435167
27365,0.26277018,0.71681553
27366,0.4920276,0.76744884
27367,0.41084504,0.3494449
27368,0.07961661,0.6994395
27369,0.05589124,0.045994677
27370,0.02565501,0.89398557
27371,0.28468964,0.53300667
27372,0.03188194,0.09743431
27373,0.7116156,0.59992623
27374,0.0019222349,0.20870242
27375,0.20550069,0.8883214
27376,0.3080344,0.27681887
27377,0.10489482,0.7599489
27378,0.014891982,0.13531621
27379,0.049379498,0.24018024
27380,0.08052123,0.9308475
27381,0.0035024616,0.40038913
27382,0.22992748,0.1438809
27383,0.12564269,0.4897334
27384,0.040524863,0.5132095
27385,0.1215581,0.9614929
27386,0.13238798,0.8975685
27387,0.5294254,0.86612254
27388,0.052793354,0.09413967
27389,0.035559654,0.10645366
27390,0.0040767593,0.03157538
27391,0.34179446,0.8139198
27392,0.9034261,0.95219666
27393,0.0053449594,0.011919137
27394,0.00074908877,0.54954803
27395,0.6376727,0.8867488
27396,0.014822706,0.04208618
27397,0.8327749,0.95861745
27398,0.30964586,0.91373914
27399,0.11308169,0.62475526
27400,0.0213124,0.8528214
27401,0.5251169,0.6460844
27402,0.17687286,0.6309741
27403,0.02431528,0.08759173
27404,0.2173644,0.1532464
27405,0.83820117,0.98780525
27406,0.04472768,0.1271035
27407,0.07630597,0.09845233
27408,0.053734373,0.46515906
27409,0.81920505,0.9909643
27410,0.022026706,0.09505205
27411,0.12579459,0.13311276
27412,0.16747159,0.8068779
27413,0.097548544,0.19415599
27414,0.5527125,0.61343414
27415,0.13270696,0.20193362
27416,0.0932877,0.16997929
27417,0.27082884,0.59219223
27418,0.2414183,0.1458534
27419,0.6373126,0.9604774
27420,0.11896045,0.16544513
27421,0.22047573,0.43698242
27422,0.1882651,0.5690942
27423,0.00420517,0.18994783
27424,0.1618199,0.3972691
27425,0.08287088,0.41615096
27426,0.114466414,0.23869899
27427,0.13621278,0.2456002
27428,0.052280508,0.08810197
27429,0.5266978,0.5983189
27430,0.07941203,0.5882316
27431,0.3253547,0.62279993
27432,0.20821075,0.44631433
27433,0.061853155,0.61018395
27434,0.068321735,0.33288848
27435,0.15697756,0.38047507
27436,0.012214236,0.04295016
27437,0.048231978,0.14754555
27438,0.054860882,0.17806645
27439,0.29330772,0.31306052
27440,0.16920961,0.1895443
27441,0.8298173,0.93948436
27442,0.60449445,0.9288571
27443,0.00558083,0.05209367
27444,0.0061172154,0.015141086
27445,0.014048871,0.046790324
27446,0.06788748,0.08853856
27447,0.014098168,0.09999178
27448,0.18065175,0.59107274
27449,0.024372425,0.95064086
27450,0.050896026,0.90583104
27451,0.010434819,0.14101608
27452,0.0018890388,0.08029179
27453,0.05085048,0.96623033
27454,0.099632084,0.20748879
27455,0.16392119,0.15543854
27456,0.33818886,0.56534714
27457,0.014704152,0.14894906
27458,0.09544695,0.19525382
27459,0.13115935,0.11820724
27460,0.7382917,0.7554279
27461,0.06994518,0.08061422
27462,0.020775054,0.35067666
27463,0.06937535,0.36088198
27464,0.6722194,0.71097845
27465,0.87020004,0.9837443
27466,0.0015106689,0.18632045
27467,0.0030311674,0.15666509
27468,0.07022938,0.29118314
27469,0.032809306,0.4333486
27470,0.95385313,0.907697
27471,0.043687027,0.7605986
27472,0.18148422,0.56951916
27473,0.1498376,0.22954284
27474,0.30307573,0.441978
27475,0.027617874,0.051219583
27476,0.14964058,0.42334053
27477,0.21797329,0.22690846
27478,0.023200873,0.78209347
27479,0.056194946,0.37615314
27480,0.5676021,0.9409684
27481,0.90796137,0.79290855
27482,0.39706144,0.10904209
27483,0.5828459,0.75831527
27484,0.5702869,0.9088164
27485,0.030597901,0.73502386
27486,0.13191539,0.17375857
27487,0.049815368,0.9023654
27488,0.8927968,0.979384
27489,0.96676785,0.73799974
27490,0.010843368,0.14267027
27491,0.61951333,0.72514176
27492,0.010866982,0.40302533
27493,0.044950277,0.8788684
27494,0.30430654,0.5515263
27495,0.35573456,0.18863349
27496,0.027700089,0.05059232
27497,0.14054488,0.0183599
27498,0.008220918,0.89128274
27499,0.18113847,0.90374255
27500,0.015664855,0.9322028
27501,0.018413937,0.46588293
27502,0.0651529,0.33997267
27503,0.03464723,0.6931374
27504,0.022589866,0.01232732
27505,0.022282608,0.052844875
27506,0.57577085,0.91146845
27507,0.10789796,0.1871531
27508,0.17726496,0.37974095
27509,0.07104287,0.58230364
27510,0.6010416,0.12269635
27511,0.19778107,0.6506294
27512,0.062456205,0.20317878
27513,0.10924451,0.6075218
27514,0.48070174,0.58449334
27515,0.20442577,0.51176274
27516,0.29070005,0.799917
27517,0.07363337,0.004634986
27518,0.8092444,0.9591308
27519,0.01699039,0.051283922
27520,0.023233324,0.14866023
27521,0.027763525,0.22862251
27522,0.11608327,0.23201515
27523,0.00377252,0.06371533
27524,0.2956518,0.55191076
27525,0.07154453,0.19895309
27526,0.32853636,0.5731362
27527,0.0356749,0.9579691
27528,0.35742745,0.90526575
27529,0.1372763,0.7967678
27530,0.03891472,0.025047088
27531,0.055210527,0.14079517
27532,0.16452299,0.9199898
27533,0.20644836,0.38648126
27534,0.026074868,0.050358232
27535,0.07528974,0.8901411
27536,0.18913017,0.26031074
27537,0.8348355,0.7817107
27538,0.13033289,0.69610524
27539,0.08251075,0.84049505
27540,0.65607196,0.124822274
27541,0.7173546,0.8955222
27542,0.041636895,0.097278796
27543,0.41516483,0.8038884
27544,0.11673782,0.34160894
27545,0.06915847,0.19419876
27546,0.7019542,0.85268193
27547,0.057336017,0.11662969
27548,0.016574817,0.9596598
27549,0.025193622,0.8545904
27550,0.15631872,0.38801628
27551,0.39201564,0.74849355
27552,0.029624075,0.8937943
27553,0.022753324,0.36584464
27554,0.16603181,0.6748792
27555,0.018717906,0.061313156
27556,0.041500296,0.7606547
27557,0.1497802,0.91662806
27558,0.06528416,0.24828242
27559,0.121790186,0.72826177
27560,0.23211032,0.94139445
27561,0.5586751,0.86218774
27562,0.16630241,0.8240681
27563,0.06840276,0.7165582
27564,0.23198651,0.6340069
27565,0.075501986,0.14680511
27566,0.13045165,0.18373533
27567,0.06321448,0.46272418
27568,0.4305636,0.91764325
27569,0.36068282,0.6103378
27570,0.6716024,0.4922304
27571,0.037879884,0.05291127
27572,0.0015758107,0.01100708
27573,0.017895559,0.08475556
27574,0.5604896,0.73234373
27575,0.0064263917,0.20610377
27576,0.003971804,0.05678316
27577,0.11548761,0.62822056
27578,0.1266646,0.47765577
27579,0.10471969,0.60547817
27580,0.04898738,0.69924945
27581,0.21374956,0.095438674
27582,0.025082272,0.038775656
27583,0.12509587,0.13404866
27584,0.5425469,0.6476566
27585,0.40240243,0.5642116
27586,0.7288672,0.93359774
27587,0.051880542,0.82748854
27588,0.020592595,0.18329
27589,0.04818794,0.5342845
27590,0.2662876,0.5167773
27591,0.1942638,0.7442673
27592,0.01151859,0.0087463595
27593,0.017817186,0.0515275
27594,0.34284735,0.52621204
27595,0.010196991,0.054472554
27596,0.11774918,0.1415763
27597,0.07002084,0.06887896
27598,0.030137466,0.021136751
27599,0.2582174,0.8098393
27600,0.032945238,0.62951386
27601,0.015309265,0.9589865
27602,0.45736438,0.709767
27603,0.008593477,0.054060835
27604,0.032557823,0.35854077
27605,0.5571262,0.7245939
27606,0.09657878,0.13993339
27607,0.33681133,0.5219569
27608,0.1828617,0.5501059
27609,0.71380585,0.940864
27610,0.5630114,0.8082657
27611,0.24054965,0.041816514
27612,0.012234929,0.5429293
27613,0.62270087,0.9522022
27614,0.04325188,0.3175887
27615,0.10934138,0.94236237
27616,0.007014498,0.029024364
27617,0.13360342,0.25598162
27618,0.17231229,0.44494534
27619,0.35843104,0.2922462
27620,0.291881,0.6011978
27621,0.13549423,0.3925051
27622,0.5657747,0.9807881
27623,0.15903975,0.9111858
27624,0.07550001,0.7601808
27625,0.054197945,0.2272366
27626,0.00696619,0.06614728
27627,0.6485562,0.83079445
27628,0.13375738,0.8904362
27629,0.007000281,0.050618667
27630,0.5785605,0.8467141
27631,0.08568531,0.34974456
27632,0.025532495,0.15508167
27633,0.67458266,0.56732297
27634,0.07317187,0.14956287
27635,0.041659363,0.20777981
